Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Date,Clicks,Impressions,Engagement_Score,Customer_Segment,Month,Month_Name
190177,DataTech Solutions,Search,Men 25-34,45 days,Website,"0,14","$12.497,00","5,96",Miami,2021-01-12,764,4809,1,Fashionistas,1,January
190178,Innovate Industries,Influencer,Women 25-34,15 days,Google Ads,"0,05","$15.385,00","5,95",Miami,2021-01-13,316,1617,4,Fashionistas,1,January
190179,Alpha Innovations,Influencer,Women 25-34,45 days,Facebook,"0,09","$17.705,00","7,84",Miami,2021-01-14,662,3000,3,Health & Wellness,1,January
190180,NexGen Systems,Search,All Ages,45 days,Email,"0,09","$9.234,00","2,67",Miami,2021-01-15,583,4774,8,Tech Enthusiasts,1,January
190181,NexGen Systems,Email,Women 25-34,45 days,Website,"0,03","$5.857,00","5,67",Chicago,2021-01-16,520,3141,8,Tech Enthusiasts,1,January
190182,Alpha Innovations,Display,Women 25-34,60 days,Email,"0,14","$8.136,00","5,36",Houston,2021-01-17,981,4784,2,Health & Wellness,1,January
190183,Alpha Innovations,Email,Men 18-24,30 days,YouTube,"0,02","$6.390,00","6,35",Los Angeles,2021-01-18,702,4971,2,Foodies,1,January
190184,TechCorp,Display,Men 25-34,45 days,Google Ads,"0,13","$6.720,00","4,6",Los Angeles,2021-01-19,676,6062,6,Health & Wellness,1,January
190185,Alpha Innovations,Email,All Ages,30 days,Website,"0,11","$17.972,00","4,25",Los Angeles,2021-01-20,134,5932,4,Foodies,1,January
190186,NexGen Systems,Email,Women 25-34,60 days,Email,"0,14","$5.076,00","3,57",Los Angeles,2021-01-21,793,1253,2,Fashionistas,1,January
190187,Alpha Innovations,Social Media,Women 35-44,30 days,Website,"0,13","$13.610,00","2,31",Miami,2021-01-22,220,4806,2,Foodies,1,January
190188,TechCorp,Email,Women 35-44,60 days,YouTube,"0,03","$9.173,00","5,06",Houston,2021-01-23,853,3155,9,Outdoor Adventurers,1,January
190189,NexGen Systems,Email,Women 35-44,45 days,Facebook,"0,07","$12.856,00","5,93",New York,2021-01-24,439,5223,6,Fashionistas,1,January
190190,Alpha Innovations,Search,All Ages,45 days,Website,"0,08","$15.163,00","3,82",Houston,2021-01-25,572,2053,7,Fashionistas,1,January
190191,Innovate Industries,Influencer,Men 25-34,30 days,Facebook,"0,1","$13.519,00","7,61",Los Angeles,2021-01-26,851,7971,3,Outdoor Adventurers,1,January
190192,TechCorp,Social Media,Women 35-44,45 days,Website,"0,02","$11.867,00","5,21",Miami,2021-01-27,297,4595,2,Tech Enthusiasts,1,January
190193,Innovate Industries,Display,All Ages,45 days,Google Ads,"0,06","$12.449,00","3,04",Miami,2021-01-28,184,1049,2,Fashionistas,1,January
190194,Innovate Industries,Social Media,All Ages,60 days,Website,"0,1","$6.500,00","6,39",Miami,2021-01-29,228,6394,9,Health & Wellness,1,January
190195,DataTech Solutions,Influencer,All Ages,30 days,Email,"0,15","$7.117,00","7,22",Miami,2021-01-30,737,3233,6,Fashionistas,1,January
190196,NexGen Systems,Influencer,Men 25-34,15 days,Website,"0,12","$15.697,00","2,92",Miami,2021-01-31,616,9534,1,Outdoor Adventurers,1,January
190531,Alpha Innovations,Email,Women 35-44,15 days,Email,"0,11","$11.007,00","6,64",Chicago,2021-01-01,281,7248,6,Outdoor Adventurers,1,January
190532,DataTech Solutions,Influencer,All Ages,15 days,Website,"0,02","$16.400,00","4,09",New York,2021-01-02,715,1714,2,Outdoor Adventurers,1,January
190533,Innovate Industries,Email,Women 25-34,15 days,Email,"0,02","$14.563,00","2,63",New York,2021-01-03,837,1146,1,Health & Wellness,1,January
190534,Innovate Industries,Search,Women 35-44,15 days,Website,"0,02","$16.891,00","6,01",Los Angeles,2021-01-04,997,1536,6,Foodies,1,January
190535,TechCorp,Display,Women 25-34,45 days,Google Ads,"0,12","$10.728,00","5,29",Los Angeles,2021-01-05,380,8479,3,Tech Enthusiasts,1,January
190536,Alpha Innovations,Influencer,Men 25-34,45 days,Google Ads,"0,08","$15.275,00","2,03",Miami,2021-01-06,555,1161,10,Health & Wellness,1,January
190537,Innovate Industries,Search,All Ages,15 days,Instagram,"0,12","$16.064,00","3,5",New York,2021-01-07,641,7964,1,Foodies,1,January
190538,TechCorp,Social Media,Men 25-34,15 days,Instagram,"0,15","$13.724,00","3,07",New York,2021-01-08,283,4818,2,Foodies,1,January
190539,DataTech Solutions,Search,Men 25-34,15 days,Website,"0,07","$8.670,00","3,33",Houston,2021-01-09,843,6483,7,Outdoor Adventurers,1,January
190540,Innovate Industries,Search,Men 18-24,15 days,Facebook,"0,07","$9.417,00","6,96",New York,2021-01-10,324,3759,3,Foodies,1,January
190541,NexGen Systems,Influencer,Men 18-24,45 days,Google Ads,"0,13","$13.808,00","4,09",Miami,2021-01-11,128,8473,8,Outdoor Adventurers,1,January
190542,Alpha Innovations,Email,Women 35-44,45 days,Website,"0,09","$5.384,00","6,04",New York,2021-01-12,979,8570,2,Tech Enthusiasts,1,January
190543,TechCorp,Search,Women 25-34,30 days,Instagram,"0,03","$14.737,00","3,42",Houston,2021-01-13,213,7395,7,Foodies,1,January
190544,TechCorp,Display,Women 35-44,60 days,Google Ads,"0,15","$5.858,00","5,62",Houston,2021-01-14,432,5700,10,Tech Enthusiasts,1,January
190545,NexGen Systems,Social Media,All Ages,60 days,YouTube,"0,02","$6.783,00","3,78",Houston,2021-01-15,347,6491,2,Foodies,1,January
190546,TechCorp,Display,All Ages,45 days,Instagram,"0,11","$7.544,00","5,36",Los Angeles,2021-01-16,361,7577,4,Foodies,1,January
190547,Innovate Industries,Search,Women 35-44,60 days,Instagram,"0,11","$9.635,00","6,26",Los Angeles,2021-01-17,652,9317,4,Fashionistas,1,January
190548,TechCorp,Search,Men 18-24,60 days,Instagram,"0,08","$14.171,00","5,82",Chicago,2021-01-18,758,3431,7,Health & Wellness,1,January
190549,NexGen Systems,Influencer,Men 18-24,60 days,Email,"0,04","$14.298,00","5,78",Miami,2021-01-19,324,6679,6,Foodies,1,January
190550,Innovate Industries,Social Media,Men 25-34,60 days,Facebook,"0,04","$12.562,00","3,76",Miami,2021-01-20,665,9419,3,Foodies,1,January
190551,NexGen Systems,Social Media,Women 35-44,15 days,YouTube,"0,15","$12.374,00","6,83",Houston,2021-01-21,826,4685,4,Health & Wellness,1,January
190552,DataTech Solutions,Email,Women 25-34,45 days,Instagram,"0,03","$17.610,00","5,22",Chicago,2021-01-22,734,4873,2,Fashionistas,1,January
190553,DataTech Solutions,Display,Women 35-44,45 days,Instagram,"0,13","$18.914,00","6,34",Los Angeles,2021-01-23,136,6072,2,Foodies,1,January
190554,Innovate Industries,Search,Men 25-34,45 days,Website,"0,09","$8.566,00","5,34",Los Angeles,2021-01-24,519,7518,8,Fashionistas,1,January
190555,Innovate Industries,Social Media,Men 18-24,15 days,YouTube,"0,09","$7.933,00","6,93",Houston,2021-01-25,238,1973,10,Outdoor Adventurers,1,January
190556,DataTech Solutions,Display,Women 35-44,30 days,Facebook,"0,08","$19.613,00","4,99",Los Angeles,2021-01-26,264,8427,9,Outdoor Adventurers,1,January
190557,Alpha Innovations,Influencer,Men 18-24,45 days,YouTube,"0,08","$16.675,00","7,76",Los Angeles,2021-01-27,508,6661,9,Foodies,1,January
190558,DataTech Solutions,Search,Men 25-34,60 days,Website,"0,1","$19.320,00","6,81",New York,2021-01-28,296,5457,8,Health & Wellness,1,January
190559,Alpha Innovations,Social Media,Men 25-34,60 days,Website,"0,1","$11.024,00","7,55",Houston,2021-01-29,259,6259,5,Fashionistas,1,January
190560,TechCorp,Display,Men 18-24,15 days,YouTube,"0,04","$17.482,00","4,47",Miami,2021-01-30,394,8221,3,Tech Enthusiasts,1,January
190561,TechCorp,Influencer,Men 18-24,30 days,Instagram,"0,13","$5.223,00","5,6",Miami,2021-01-31,621,3881,10,Fashionistas,1,January
190896,DataTech Solutions,Influencer,Women 25-34,15 days,Website,"0,12","$18.426,00","6,85",New York,2021-01-01,650,1213,9,Foodies,1,January
190897,Alpha Innovations,Search,Women 35-44,60 days,YouTube,"0,1","$6.909,00","7,32",New York,2021-01-02,350,9501,6,Outdoor Adventurers,1,January
190898,TechCorp,Influencer,All Ages,60 days,YouTube,"0,01","$11.592,00","3,01",Miami,2021-01-03,668,3779,5,Fashionistas,1,January
190899,DataTech Solutions,Email,Women 35-44,60 days,YouTube,"0,01","$6.613,00","7,91",Miami,2021-01-04,154,1462,2,Foodies,1,January
190900,TechCorp,Search,Women 35-44,30 days,Email,"0,09","$11.841,00","2,76",Miami,2021-01-05,930,2170,8,Health & Wellness,1,January
190901,TechCorp,Search,Women 35-44,45 days,YouTube,"0,09","$16.810,00","4,73",Miami,2021-01-06,946,5929,8,Foodies,1,January
190902,DataTech Solutions,Influencer,Men 18-24,60 days,Facebook,"0,1","$18.411,00","2,9",Los Angeles,2021-01-07,861,2946,10,Tech Enthusiasts,1,January
190903,NexGen Systems,Social Media,All Ages,60 days,Instagram,"0,14","$16.521,00","6,71",Miami,2021-01-08,932,7090,8,Tech Enthusiasts,1,January
190904,NexGen Systems,Search,All Ages,15 days,Website,"0,02","$19.930,00","5,12",Houston,2021-01-09,307,1599,1,Fashionistas,1,January
190905,DataTech Solutions,Display,Women 25-34,30 days,Instagram,"0,03","$5.042,00","4,55",New York,2021-01-10,843,3418,1,Health & Wellness,1,January
190906,Alpha Innovations,Email,Men 25-34,60 days,Website,"0,14","$9.652,00","5,09",New York,2021-01-11,712,8284,1,Outdoor Adventurers,1,January
190907,Alpha Innovations,Influencer,Women 35-44,45 days,Website,"0,03","$10.641,00","6,72",Houston,2021-01-12,990,8980,10,Outdoor Adventurers,1,January
190908,Alpha Innovations,Search,Women 35-44,60 days,Facebook,"0,14","$7.421,00","6,76",Los Angeles,2021-01-13,400,1419,6,Fashionistas,1,January
190909,NexGen Systems,Search,All Ages,45 days,Instagram,"0,08","$8.469,00","6,89",Houston,2021-01-14,825,9344,6,Foodies,1,January
190910,DataTech Solutions,Social Media,Women 25-34,30 days,Google Ads,"0,13","$7.747,00","6,37",Houston,2021-01-15,689,4699,5,Tech Enthusiasts,1,January
190911,DataTech Solutions,Search,Women 25-34,30 days,Facebook,"0,12","$7.529,00","4,78",Miami,2021-01-16,236,6177,4,Tech Enthusiasts,1,January
190912,Innovate Industries,Display,Women 25-34,30 days,Facebook,"0,03","$8.395,00","7,69",Chicago,2021-01-17,405,5346,6,Foodies,1,January
190913,NexGen Systems,Social Media,Men 18-24,45 days,Website,"0,04","$10.270,00","2,17",New York,2021-01-18,737,9893,8,Health & Wellness,1,January
190914,Alpha Innovations,Search,All Ages,60 days,Instagram,"0,06","$5.013,00","5,8",New York,2021-01-19,777,3625,6,Outdoor Adventurers,1,January
190915,NexGen Systems,Search,Women 35-44,60 days,Instagram,"0,15","$10.345,00","7,31",Houston,2021-01-20,288,8495,2,Tech Enthusiasts,1,January
190916,TechCorp,Display,All Ages,45 days,Facebook,"0,14","$9.039,00","6,72",New York,2021-01-21,111,7789,7,Tech Enthusiasts,1,January
190917,NexGen Systems,Search,Women 25-34,60 days,Google Ads,"0,14","$12.708,00","5,68",Los Angeles,2021-01-22,249,4710,5,Foodies,1,January
190918,Innovate Industries,Display,All Ages,45 days,YouTube,"0,07","$8.389,00","7,36",Houston,2021-01-23,633,5651,9,Foodies,1,January
190919,NexGen Systems,Search,All Ages,15 days,Facebook,"0,11","$15.862,00","6,32",New York,2021-01-24,337,7356,1,Foodies,1,January
190920,DataTech Solutions,Search,All Ages,15 days,Email,"0,14","$5.889,00","3,57",Los Angeles,2021-01-25,981,7269,5,Tech Enthusiasts,1,January
190921,NexGen Systems,Social Media,Men 25-34,45 days,Facebook,"0,04","$12.067,00","6,84",New York,2021-01-26,699,4287,2,Outdoor Adventurers,1,January
190922,NexGen Systems,Display,Women 25-34,15 days,Facebook,"0,05","$7.553,00","2,25",Chicago,2021-01-27,592,3403,3,Health & Wellness,1,January
190923,Innovate Industries,Display,Men 18-24,60 days,YouTube,"0,12","$12.730,00","5,1",New York,2021-01-28,883,7822,1,Tech Enthusiasts,1,January
190924,Alpha Innovations,Search,Women 25-34,60 days,Facebook,"0,14","$15.602,00","6,51",Houston,2021-01-29,188,5126,6,Outdoor Adventurers,1,January
190925,NexGen Systems,Influencer,Women 25-34,30 days,Email,"0,03","$9.136,00","2,11",New York,2021-01-30,804,2272,8,Tech Enthusiasts,1,January
190926,Innovate Industries,Display,Women 35-44,60 days,Instagram,"0,12","$13.075,00","7,8",Houston,2021-01-31,780,7945,10,Fashionistas,1,January
191261,Alpha Innovations,Social Media,Men 18-24,45 days,Instagram,"0,1","$8.882,00","5,73",Houston,2021-01-01,307,9337,7,Health & Wellness,1,January
191262,DataTech Solutions,Search,Men 18-24,60 days,Facebook,"0,08","$6.258,00","5,08",Miami,2021-01-02,950,6346,3,Outdoor Adventurers,1,January
191263,Innovate Industries,Display,Men 25-34,60 days,Website,"0,09","$11.562,00","5,23",Los Angeles,2021-01-03,893,4685,6,Health & Wellness,1,January
191264,NexGen Systems,Influencer,Men 25-34,30 days,Website,"0,05","$10.320,00","2,07",Miami,2021-01-04,683,5273,3,Health & Wellness,1,January
191265,Alpha Innovations,Social Media,Women 35-44,60 days,Email,"0,07","$12.474,00","5,39",Houston,2021-01-05,656,2448,6,Fashionistas,1,January
191266,Alpha Innovations,Influencer,Women 25-34,30 days,Email,"0,03","$5.188,00","6,8",New York,2021-01-06,417,9238,2,Tech Enthusiasts,1,January
191267,Innovate Industries,Display,Men 25-34,30 days,Website,"0,06","$17.890,00","2,78",Miami,2021-01-07,561,3850,7,Fashionistas,1,January
191268,TechCorp,Social Media,Women 25-34,30 days,Website,"0,06","$15.452,00",4,Houston,2021-01-08,363,3492,7,Foodies,1,January
191269,TechCorp,Search,All Ages,60 days,Google Ads,"0,06","$14.110,00","4,19",Houston,2021-01-09,173,3676,2,Tech Enthusiasts,1,January
191270,TechCorp,Display,All Ages,60 days,Website,"0,02","$12.529,00","2,22",New York,2021-01-10,101,7269,8,Health & Wellness,1,January
191271,Alpha Innovations,Search,Men 25-34,45 days,Email,"0,1","$13.088,00","2,65",New York,2021-01-11,287,5781,10,Foodies,1,January
191272,Innovate Industries,Social Media,Men 25-34,15 days,Website,"0,07","$7.900,00","6,84",New York,2021-01-12,948,1922,10,Health & Wellness,1,January
191273,Innovate Industries,Email,Women 25-34,30 days,Instagram,"0,07","$6.537,00","4,27",Miami,2021-01-13,496,4988,5,Tech Enthusiasts,1,January
191274,NexGen Systems,Search,Men 25-34,60 days,YouTube,"0,05","$19.219,00","4,01",Houston,2021-01-14,104,5488,7,Tech Enthusiasts,1,January
191275,NexGen Systems,Search,Men 25-34,45 days,Facebook,"0,06","$11.889,00","7,48",Chicago,2021-01-15,666,7643,9,Health & Wellness,1,January
191276,Alpha Innovations,Social Media,Women 25-34,60 days,Google Ads,"0,12","$13.316,00","5,91",Houston,2021-01-16,410,3671,2,Fashionistas,1,January
191277,DataTech Solutions,Social Media,All Ages,15 days,Google Ads,"0,07","$6.845,00","5,98",Los Angeles,2021-01-17,167,1098,6,Fashionistas,1,January
191278,TechCorp,Email,Women 25-34,45 days,Instagram,"0,04","$8.052,00","2,34",Miami,2021-01-18,821,8947,8,Foodies,1,January
191279,NexGen Systems,Display,Women 35-44,60 days,Facebook,"0,13","$19.829,00","5,06",Los Angeles,2021-01-19,168,2375,9,Fashionistas,1,January
191280,NexGen Systems,Email,Men 25-34,15 days,YouTube,"0,09","$13.688,00","6,93",Miami,2021-01-20,810,2107,10,Health & Wellness,1,January
191281,NexGen Systems,Display,Men 18-24,15 days,Instagram,"0,01","$8.753,00","5,11",Miami,2021-01-21,967,5610,7,Tech Enthusiasts,1,January
191282,TechCorp,Influencer,Women 35-44,45 days,YouTube,"0,15","$14.888,00","7,57",New York,2021-01-22,138,2781,3,Health & Wellness,1,January
191283,Innovate Industries,Social Media,Women 25-34,60 days,YouTube,"0,07","$18.166,00","7,84",Chicago,2021-01-23,190,2334,9,Tech Enthusiasts,1,January
191284,Alpha Innovations,Search,All Ages,60 days,Website,"0,02","$14.288,00","4,11",Los Angeles,2021-01-24,367,5142,7,Fashionistas,1,January
191285,DataTech Solutions,Display,Women 35-44,30 days,Email,"0,12","$7.269,00","4,49",Houston,2021-01-25,313,9974,6,Fashionistas,1,January
191286,TechCorp,Display,All Ages,45 days,Facebook,"0,14","$18.042,00","6,22",Chicago,2021-01-26,351,6425,6,Health & Wellness,1,January
191287,Innovate Industries,Search,Women 25-34,15 days,Google Ads,"0,11","$8.982,00","6,76",Miami,2021-01-27,870,4364,1,Health & Wellness,1,January
191288,TechCorp,Display,All Ages,45 days,Website,"0,1","$7.147,00","3,6",Houston,2021-01-28,196,6124,9,Fashionistas,1,January
191289,Alpha Innovations,Email,Women 25-34,60 days,YouTube,"0,02","$19.268,00","4,07",Houston,2021-01-29,949,3662,7,Health & Wellness,1,January
191290,DataTech Solutions,Email,Men 18-24,60 days,Instagram,"0,14","$12.004,00","5,64",New York,2021-01-30,363,4889,4,Outdoor Adventurers,1,January
191291,Alpha Innovations,Influencer,Men 18-24,45 days,Website,"0,14","$13.169,00","5,35",Chicago,2021-01-31,510,5608,5,Health & Wellness,1,January
191626,Alpha Innovations,Email,Women 25-34,60 days,Google Ads,"0,14","$11.823,00","4,94",Chicago,2021-01-01,639,2629,6,Outdoor Adventurers,1,January
191627,Innovate Industries,Social Media,Men 25-34,45 days,Facebook,"0,14","$16.370,00","6,33",New York,2021-01-02,756,5631,10,Tech Enthusiasts,1,January
191628,DataTech Solutions,Search,Women 25-34,60 days,Instagram,"0,05","$10.719,00","2,08",Chicago,2021-01-03,612,6894,10,Tech Enthusiasts,1,January
191629,NexGen Systems,Display,All Ages,15 days,Instagram,"0,15","$14.092,00","4,91",Los Angeles,2021-01-04,513,7847,8,Foodies,1,January
191630,TechCorp,Email,Men 25-34,30 days,Facebook,"0,05","$13.779,00","2,61",Chicago,2021-01-05,887,3936,1,Outdoor Adventurers,1,January
191631,TechCorp,Email,Men 18-24,60 days,Email,"0,04","$9.093,00","2,67",New York,2021-01-06,552,3666,6,Outdoor Adventurers,1,January
191632,Innovate Industries,Influencer,Women 25-34,45 days,Email,"0,05","$12.043,00","3,68",Chicago,2021-01-07,255,8314,2,Outdoor Adventurers,1,January
191633,Innovate Industries,Display,Women 35-44,30 days,YouTube,"0,03","$16.033,00","5,1",Chicago,2021-01-08,718,3876,9,Foodies,1,January
191634,Innovate Industries,Search,Women 35-44,30 days,YouTube,"0,08","$16.532,00","7,23",Los Angeles,2021-01-09,114,3774,4,Foodies,1,January
191635,TechCorp,Influencer,Men 18-24,15 days,Google Ads,"0,09","$19.116,00","4,74",Chicago,2021-01-10,336,2619,2,Foodies,1,January
191636,Alpha Innovations,Influencer,Women 25-34,30 days,YouTube,"0,08","$11.277,00","3,46",Chicago,2021-01-11,610,1671,8,Tech Enthusiasts,1,January
191637,Alpha Innovations,Display,Men 25-34,30 days,Facebook,"0,04","$8.313,00","6,16",Chicago,2021-01-12,372,5841,10,Tech Enthusiasts,1,January
191638,NexGen Systems,Email,Women 35-44,45 days,YouTube,"0,08","$9.618,00","2,16",Chicago,2021-01-13,598,9671,6,Outdoor Adventurers,1,January
191639,NexGen Systems,Influencer,Women 35-44,15 days,Facebook,"0,12","$5.366,00","7,93",New York,2021-01-14,273,1229,1,Foodies,1,January
191640,TechCorp,Search,Women 35-44,15 days,Website,"0,11","$19.391,00","2,27",New York,2021-01-15,491,3959,4,Foodies,1,January
191641,Alpha Innovations,Search,Women 35-44,45 days,YouTube,"0,05","$7.430,00","4,7",Chicago,2021-01-16,511,4182,4,Outdoor Adventurers,1,January
191642,DataTech Solutions,Display,All Ages,60 days,Google Ads,"0,02","$17.735,00","6,2",New York,2021-01-17,826,3704,8,Health & Wellness,1,January
191643,NexGen Systems,Influencer,All Ages,15 days,Website,"0,07","$18.025,00","5,65",Los Angeles,2021-01-18,321,7621,5,Health & Wellness,1,January
191644,Innovate Industries,Influencer,Men 18-24,15 days,Email,"0,02","$8.064,00","2,39",New York,2021-01-19,274,5528,5,Tech Enthusiasts,1,January
191645,DataTech Solutions,Social Media,Men 18-24,60 days,Website,"0,11","$12.869,00","3,56",Chicago,2021-01-20,140,3787,9,Health & Wellness,1,January
191646,NexGen Systems,Email,Women 35-44,60 days,Email,"0,1","$18.716,00","4,6",Los Angeles,2021-01-21,558,6536,4,Fashionistas,1,January
191647,Alpha Innovations,Influencer,Women 35-44,45 days,Email,"0,1","$7.185,00","6,56",Miami,2021-01-22,139,1272,3,Foodies,1,January
191648,Innovate Industries,Social Media,Women 35-44,30 days,Facebook,"0,02","$10.111,00","4,41",New York,2021-01-23,575,6038,7,Foodies,1,January
191649,DataTech Solutions,Display,All Ages,30 days,Instagram,"0,1","$18.362,00","5,33",Houston,2021-01-24,882,3662,10,Tech Enthusiasts,1,January
191650,TechCorp,Influencer,Women 25-34,30 days,Facebook,"0,02","$9.545,00","7,47",New York,2021-01-25,873,3410,3,Outdoor Adventurers,1,January
191651,DataTech Solutions,Display,All Ages,30 days,Email,"0,1","$16.795,00","3,57",New York,2021-01-26,336,3521,8,Fashionistas,1,January
191652,TechCorp,Social Media,Women 25-34,45 days,Website,"0,12","$5.807,00","5,33",Houston,2021-01-27,593,3047,2,Health & Wellness,1,January
191653,Innovate Industries,Email,All Ages,60 days,Facebook,"0,02","$9.274,00","5,41",Miami,2021-01-28,458,6088,4,Tech Enthusiasts,1,January
191654,Innovate Industries,Social Media,Men 25-34,15 days,Instagram,"0,1","$12.647,00","7,11",Houston,2021-01-29,642,5760,3,Outdoor Adventurers,1,January
191655,Alpha Innovations,Social Media,Women 25-34,15 days,Email,"0,09","$15.005,00","4,35",Los Angeles,2021-01-30,440,4760,5,Fashionistas,1,January
191656,Innovate Industries,Influencer,Women 35-44,15 days,Google Ads,"0,09","$8.983,00","4,54",New York,2021-01-31,401,4706,4,Tech Enthusiasts,1,January
191991,Alpha Innovations,Email,Men 18-24,45 days,Email,"0,02","$6.181,00","4,3",New York,2021-01-01,526,9454,2,Tech Enthusiasts,1,January
191992,DataTech Solutions,Social Media,Men 25-34,60 days,Google Ads,"0,03","$5.569,00","4,45",Houston,2021-01-02,449,8625,3,Health & Wellness,1,January
191993,NexGen Systems,Social Media,Women 35-44,45 days,Google Ads,"0,03","$13.340,00","5,77",New York,2021-01-03,105,4072,9,Outdoor Adventurers,1,January
191994,Innovate Industries,Display,Women 35-44,60 days,YouTube,"0,07","$13.436,00","7,15",Miami,2021-01-04,382,3063,5,Health & Wellness,1,January
191995,Alpha Innovations,Search,Women 35-44,30 days,Website,"0,06","$15.391,00","7,36",Chicago,2021-01-05,905,6672,10,Health & Wellness,1,January
191996,NexGen Systems,Search,Men 25-34,30 days,Email,"0,06","$7.269,00","2,7",New York,2021-01-06,903,5454,1,Foodies,1,January
191997,NexGen Systems,Search,Women 35-44,45 days,Facebook,"0,11","$16.159,00","2,01",Miami,2021-01-07,142,1474,8,Outdoor Adventurers,1,January
191998,NexGen Systems,Social Media,Men 25-34,60 days,Google Ads,"0,09","$6.105,00","2,3",New York,2021-01-08,697,1569,5,Fashionistas,1,January
191999,TechCorp,Social Media,Men 25-34,30 days,Website,"0,11","$19.444,00","7,67",New York,2021-01-09,926,2830,5,Health & Wellness,1,January
192000,TechCorp,Email,Men 25-34,15 days,Instagram,"0,13","$7.603,00","7,89",Chicago,2021-01-10,352,7028,10,Foodies,1,January
192001,TechCorp,Influencer,Men 18-24,30 days,Google Ads,"0,04","$5.975,00","4,25",Los Angeles,2021-01-11,288,3924,8,Fashionistas,1,January
192002,NexGen Systems,Search,Men 18-24,45 days,Facebook,"0,13","$10.550,00","2,93",Chicago,2021-01-12,137,2790,6,Tech Enthusiasts,1,January
192003,NexGen Systems,Search,Women 35-44,45 days,Website,"0,07","$17.462,00","6,77",Los Angeles,2021-01-13,353,9278,7,Tech Enthusiasts,1,January
192004,DataTech Solutions,Email,All Ages,60 days,Email,"0,02","$6.392,00","7,43",Los Angeles,2021-01-14,935,4449,4,Tech Enthusiasts,1,January
192005,DataTech Solutions,Social Media,Women 35-44,60 days,Facebook,"0,15","$13.767,00","2,22",Miami,2021-01-15,473,2667,5,Foodies,1,January
192006,NexGen Systems,Display,Women 35-44,15 days,Facebook,"0,14","$12.633,00","3,11",Houston,2021-01-16,761,5970,5,Tech Enthusiasts,1,January
192007,Alpha Innovations,Influencer,Women 25-34,60 days,Google Ads,"0,12","$15.385,00","3,8",Chicago,2021-01-17,947,8824,7,Foodies,1,January
192008,Alpha Innovations,Email,All Ages,60 days,YouTube,"0,1","$14.504,00","5,71",Chicago,2021-01-18,706,9750,8,Tech Enthusiasts,1,January
192009,Innovate Industries,Influencer,Women 35-44,60 days,Email,"0,11","$18.425,00","3,62",New York,2021-01-19,272,3387,9,Fashionistas,1,January
192010,Innovate Industries,Display,Men 18-24,60 days,Website,"0,07","$12.568,00","6,13",Houston,2021-01-20,819,1667,7,Foodies,1,January
192011,Innovate Industries,Display,Women 35-44,45 days,Instagram,"0,1","$10.316,00","2,83",Miami,2021-01-21,837,5488,9,Health & Wellness,1,January
192012,Alpha Innovations,Influencer,Women 25-34,60 days,Google Ads,"0,09","$17.199,00","6,51",Houston,2021-01-22,841,4038,7,Tech Enthusiasts,1,January
192013,TechCorp,Search,Men 18-24,30 days,YouTube,"0,01","$17.304,00","4,87",New York,2021-01-23,324,2552,2,Fashionistas,1,January
192014,Innovate Industries,Social Media,All Ages,15 days,Website,"0,03","$17.793,00","5,72",Miami,2021-01-24,650,5681,5,Health & Wellness,1,January
192015,NexGen Systems,Social Media,Women 25-34,60 days,Website,"0,08","$16.766,00","3,48",Chicago,2021-01-25,524,2295,7,Foodies,1,January
192016,Alpha Innovations,Email,Women 35-44,60 days,Website,"0,15","$15.462,00","4,63",Chicago,2021-01-26,424,9523,5,Outdoor Adventurers,1,January
192017,Alpha Innovations,Display,Women 25-34,60 days,YouTube,"0,11","$15.632,00","5,65",Chicago,2021-01-27,860,7144,8,Foodies,1,January
192018,Innovate Industries,Search,All Ages,30 days,Instagram,"0,08","$7.466,00","6,46",Houston,2021-01-28,460,2841,6,Health & Wellness,1,January
192019,Alpha Innovations,Influencer,Men 25-34,45 days,Google Ads,"0,01","$12.340,00","6,4",Chicago,2021-01-29,587,8911,4,Health & Wellness,1,January
192020,NexGen Systems,Display,Women 25-34,60 days,Website,"0,08","$19.183,00","5,8",Chicago,2021-01-30,491,2544,3,Health & Wellness,1,January
192021,DataTech Solutions,Email,Men 18-24,30 days,Instagram,"0,08","$6.795,00","3,56",Houston,2021-01-31,184,9499,3,Outdoor Adventurers,1,January
192356,NexGen Systems,Display,Men 18-24,15 days,Google Ads,"0,01","$6.431,00","6,77",New York,2021-01-01,654,4710,10,Tech Enthusiasts,1,January
192357,Innovate Industries,Display,Men 18-24,30 days,Google Ads,"0,05","$16.388,00","5,97",Chicago,2021-01-02,990,1649,3,Tech Enthusiasts,1,January
192358,Alpha Innovations,Email,Men 25-34,45 days,Email,"0,05","$7.814,00","3,15",Los Angeles,2021-01-03,688,2000,1,Fashionistas,1,January
192359,TechCorp,Search,Women 25-34,45 days,Google Ads,"0,14","$10.514,00","3,82",Miami,2021-01-04,326,8082,2,Fashionistas,1,January
192360,TechCorp,Email,Women 25-34,45 days,Email,"0,05","$19.492,00","3,7",Chicago,2021-01-05,297,1879,4,Foodies,1,January
192361,Alpha Innovations,Search,Women 25-34,45 days,Facebook,"0,11","$12.641,00","4,93",New York,2021-01-06,520,4755,1,Health & Wellness,1,January
